,ICL Prompt,ZSL Prompt,Answer
26,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Bills Get First Win Over Winless Dolphins (AP) AP - Takeo Spikes made good on his vow the Buffalo Bills would finally provide some good news for their fans this weekend.
Category: Sports
News: M amp;S to reveal sales downturn Marks  amp; Spencer experienced poor summer trading and is expected to announce terms for its 2.3bn tender offer substantially below the 400p per share that billionaire Philip Green was prepared to pay to take over the ailing retailer two months ago.
Category: Business
News: Sox may find out today on Martinez ANAHEIM, Calif. -- Restless to resolve his status, Pedro Martinez has indicated he wants to decide by today whether to re-sign with the Red Sox or bolt to the Mets, a source familiar with his thinking said last night.
Category: Sports
News: Tesco challenges iTunes #39; domination Supermarket giant Tesco launches a new digital download store today, becoming the latest entrant in the music downloading market - a 25m a year business dominated by Apple #39;s iTunes.
Category: Technology
News: Arctic Birds Use Scent to Find Their Mates (AP) AP - Antarctic birds returning to a nesting colony after feeding at sea sniff out their mates, literally. Researchers studying the behavior of birds called Antarctic prions found the musky-smelling birds were able to discern the scent of their mates.
Category: Technology
News: No. 16 Minnesota Wins 7th Straight Game (AP) AP - Jamie Broback scored 21 points and led No. 16 Minnesota to its seventh straight win, a 69-42 victory over Santa Clara on Saturday.
Category: Sports
News: France  #39;hiding nothing #39; about Arafat AMID speculation over the cause of Yasser Arafat #39;s death, French Foreign Minister Michel Barnier today said France had nothing to hide concerning the late Palestinian leader #39;s medical file.
Category: World
News: Owen tastes first Real action England striker Michael Owen made a telling contribution off the bench his game for new club Real Madrid. Owen #39;s cross from the right flank in the 52nd minutes set up an easy 
Category: Sports
News: Delta losses soar in fresh crisis Delta Air Lines makes a \$646m quarterly loss, increasing pressure on the airline as it attempts to ward off insolvency.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Delta losses soar in fresh crisis Delta Air Lines makes a \$646m quarterly loss, increasing pressure on the airline as it attempts to ward off insolvency.
Category:",Business
27,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Groups Eager to Meet With Bush, Kerry (AP) AP - Organizations representing the nation's 3 million scientists, engineers and doctors have invited the two major presidential candidates to have a word with them  #151; online.
Category: Technology
News: Miserable conditions, another happy ending FOXBOROUGH -- Does everyone in these here parts truly appreciate what's going on here? I mean, if football is your game, do you understand that you have hit the lottery? Stop worrying about whether the Patriots will win a third Super Bowl on the evening of Feb. 6, 2005. There are too many variables involved to start worrying about that. ...
Category: Sports
News: Geeks Take on the Mississippi Wired News takes a trip down the historic Great River Road that winds along the full length of the mighty Mississippi. The route along 'Ol' Man River' is surprisingly rich in techie tinkerers. By Michelle Delio.
Category: Technology
News: Wrong target costs gold ATHENS, Greece -- Matt Emmons hit just about everything he aimed at Sunday. And it cost him his second gold medal. The US shooter had a commanding lead in the Olympic 50-meter three-position rifle competition 
Category: Sports
News: Pats are now bully in rivalry Late in the third quarter, Dolphins tight end Randy McMichael flinched, and Patriots linebacker Rosevelt Colvin pushed him to the Gillette Stadium turf.
Category: Sports
News: Senate Panel Delays Induce Act Vote Again WASHINGTON -- For the third time in three weeks, the US Senate Judiciary Committee decided to take no action on the controversial Induce Act aimed at illegal file swapping on peer-to-peer (define) networks.
Category: Technology
News: Kumble breaks 400-wicket barrier Anil Kumble, the India spinner, has become only the ninth player to claim 400 Test wickets as Australia ended the first day of the opening Test in Bangalore on 316 for five.
Category: Sports
News: Israel diverts airliner to Cyprus in bomb scare TEL AVIV -- Israeli fighter planes escorted a German airliner bound for the Jewish state to Cyprus yesterday after a bomb threat that was the latest in a string of such scares in Europe that turned out to be hoaxes.
Category: World
News: Tech's impact on sport success Sports science has allowed athletes to prepare for this Olympiad using technology beyond their predecessors' wildest dreams.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Tech's impact on sport success Sports science has allowed athletes to prepare for this Olympiad using technology beyond their predecessors' wildest dreams.
Category:",Technology
28,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Singh leads again VIJAY Singh shot an 8-under 64, including an eagle and six birdies, to take a three-shot lead in the first round of the 84 Lumber Classic golf tournament.
Category: Sports
News: Critical Flaws Found in Windows, Office Microsoft issues patches for holes that could allow remote attackers to gain control of your PC. Microsoft this week released 10 software security patches for its products, including seven it deemed critical 
Category: Technology
News: Olympus to Launch Hard Disc Portable Music Player (Reuters) Reuters - Japanese precision equipment maker\Olympus Corp. (7733.T) said on Wednesday it would launch a\portable music player equipped with a hard disc drive, entering\an increasingly crowded field now dominated by Apple Computer's\ iPod.
Category: Technology
News: TechBrief: Judge clears Google on search ads Google won a major legal victory Wednesday when a US judge said the search engine could continue to sell ads triggered by searches that use trademarked company names.
Category: Business
News: PDA News - Alternative OSes, PalmOne disses Cobalt, European Treo &lt;b&gt;...&lt;/b&gt; CNET reports that PalmOne has evaluated versions of Microsofts Windows Mobile as well as Linux-based operating systems for use in its products.
Category: Technology
News: Witness recants The prime witness in an alleged coup plot in oil-rich Equatorial Guinea repudiated his confession Tuesday, saying it was coerced by interrogators who threatened him with death.
Category: World
News: No Respite for Microsoft European antitrust regulators extend their review of Microsoft-Time Warner deal. Also: Gateway plans to sell desktops at CompUSA   hellip;. Vodafone's Japanese unit headhunts an executive from rival NTT DoCoMo   hellip;. and more.
Category: Business
News: EU tentatively agrees to lift embargo on Libya BRUSSELS : European Union (EU) officials agreed in principle to lift an arms embargo on Libya after pressure from Italy. Italy has for several months been pressing its EU counterparts to lift the embargo imposed 
Category: World
News: Grand prix snag for Silverstone Jaguar may have gone to a good home, but as yet the British Grand Prix does not have one. On a remarkably good day for Formula One teams in trouble, with the sale of Jaguar going through to 
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Grand prix snag for Silverstone Jaguar may have gone to a good home, but as yet the British Grand Prix does not have one. On a remarkably good day for Formula One teams in trouble, with the sale of Jaguar going through to 
Category:",Sports
29,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Baseball rejects DC plan Major League Baseball is poised to cancel the move of the Montreal Expos to Washington after the District of Columbia Council Tuesday night amended the agreement for a riverfront stadium by requiring 50 percent private financing.
Category: Sports
News: 6 turnovers stymie MSU in 31-24 loss to Irish Michigan State looked like a bunch of shamrocks in their green jerseys, pants and helmets, but it couldn #39;t take the luck of the Irish away from Notre Dame Saturday night in Spartan Stadium.
Category: Sports
News: Arroyo plans an inside job Take notice Derek Jeter, Alex Rodriguez, and Gary Sheffield: If you crowd the plate, you are going to hear a symphony of chin music. Or worse, you could get hit with a 90-mile-per-hour fastball in tonight's Game 3 of the American League Championship Series at Fenway Park.
Category: Sports
News: When to meddle Thaksin Shinawatra, Thailand #39;s temperamental prime minister, is so annoyed by criticism of the violence in southern Thailand that he threatened last week to walk out of today #39;s south-east Asian summit if the subject was even raised.
Category: World
News: Jimenez Wins Hong Kong Open HONG KONG - Miguel Angel Jimenez won the Hong Kong Open for his fifth European tour title of the year, closing with a 4-under 66 on Sunday for a one-stroke victory over Ryder Cup teammate Padraig Harrington and South Africa #39;s James Kingston.
Category: Sports
News: UPDATE 1-US Air creditors back plan to dump labor contracts Major creditors holding billions in claims on Tuesday supported plans by US Airways (UAIRQ.OB: Quote, Profile, Research) to void labor contracts covering thousands 
Category: Business
News: Tendulkar Test doubt SACHIN Tendulkar will return to India this week with genuine concerns his troublesome elbow will keep him out of next month #39;s showdown with Australia.
Category: Sports
News: Microsoft gets a fashion makeover com October 15, 2004, 5:11 AM PT. Wood paneling and chrome made your dad #39;s station wagon look like a million bucks, and they might also be just the ticket for Microsoft #39;s fledgling 
Category: Technology
News: SuperSonics Clobber Kings 108-78 (AP) AP - Ray Allen scored 20 points and Rashard Lewis added 18, leading the surprising Seattle SuperSonics to their fourth consecutive victory, 108-78 over the Sacramento Kings on Wednesday night.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: SuperSonics Clobber Kings 108-78 (AP) AP - Ray Allen scored 20 points and Rashard Lewis added 18, leading the surprising Seattle SuperSonics to their fourth consecutive victory, 108-78 over the Sacramento Kings on Wednesday night.
Category:",Sports
30,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Expanding economy confirmed With the economy continuing to rank as a top factor in the upcoming election, the latest  quot;beige book quot; confirms that economic activity continued to expand through early October.
Category: Business
News: IMF Cuts World '05 Growth Forecast-Source  LONDON (Reuters) - The International Monetary Fund has cut  its forecast for global growth next year slightly amid  expectations that the U.S. and Chinese economies will not  expand as strongly as previously thought.
Category: Business
News: Gas pipeline feeding Arizona reopened A pipeline that supplies Arizona with about 70 percent of its gasoline, diesel and jet fuel was operating again today after being shut down in the aftermath of severe rain in Southern California.
Category: Business
News: Search Engine Forums Spotlight Links to this week's topics from search engine forums across the web: Live from SES Chicago 2004 - White Hat/black Hat SEO Panel - So Now You Can Search Videos - Google Wins Major Legal Victory vs. Geico - Google Suggest Beta - The Dark Side of Exchanging Reciprocal Links
Category: Technology
News: Samsung to Sell US High-Speed Phone in Early 2005 Samsung Electronics Co. Ltd. 005930.KS plans to introduce a mobile telephone with high-speed Internet links in the United States in the first quarter of next year, an executive said on Thursday.
Category: Technology
News: Liverpool set for new bid Liverpool could be about to be taken over by a new suitor, according to reports.
Category: Business
News: Macromedia Delivers Flex Builder Macromedia promises to speed development of Internet applications with a new tool for its Flex platform. With Flex, enterprises can add interfaces to strategic applications, including visual 
Category: Technology
News: Study: Spammers use e-mail ID to gain legitimacy With few junk e-mail filters supporting a protocol for verifying the source address of digital messages, spammers have adopted it themselves as a way to appear more legitimate, stated a report released on Wednesday.
Category: Technology
News: Bowe to Miss Fight Due to Shoulder Injury LOUISVILLE, Ky. Nov 25, 2004 - Former heavyweight champion Riddick Bowe will not fight Kenny Craven on Saturday because of a shoulder injury.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Bowe to Miss Fight Due to Shoulder Injury LOUISVILLE, Ky. Nov 25, 2004 - Former heavyweight champion Riddick Bowe will not fight Kenny Craven on Saturday because of a shoulder injury.
Category:",Sports
31,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Monty Seals Cup Triumph for Europe (Reuters) Reuters - Europe retained the\Ryder Cup in record-breaking style on Sunday after dominating\the last-day singles matches against the United States for an\18 1/2 to 9 1/2 winning scoreline.
Category: World
News: Notre Dame Fires Football Coach Notre Dame fired Tyrone Willingham as its football coach today after a 6-5 season that culminated with a 41-10 loss to top-ranked Southern Cal on Saturday night.
Category: World
News: Israel to step up quick response system to combat rocket attacks &lt;b&gt;...&lt;/b&gt; Israel intends to step up a quick reaction system to combat Palestinian rocket attacks at Israeli targets, Prime Minister Ariel Sharon told the cabinet Sunday.
Category: World
News: Elusive Anschutz Leaves Wide Footprint The billionaire investor is on the cusp of becoming a major presence in Washington with ambitious plans for D.C. United and new ownership of Journal Newspapers Inc.
Category: Business
News: Yukos Said to Halt Some Exports to China MOSCOW - Russia #39;s Yukos oil company is suspending oil exports to the Chinese National Petroleum Corp. because it cannot afford to pay transport expenses, a news agency reported Sunday.
Category: Business
News: Nokia pushes hard into smartphone email Finnish mobile device giant Nokia said this week that it will support most widely used methods of pushing email and other information to its smartphones.
Category: Technology
News: Labour to adopt exam plan in manifesto Radical proposals out today that would trigger the biggest shake-up to the secondary school examination system for 60 years are likely to feature in Labour #39;s manifesto for the general election.
Category: Technology
News: Woods looks on target for return to winning ways in 2005 TIGER Woods hinted that his victory at the Target World Challenge on Sunday was a sign that his old self may be set for a return in 2005.
Category: Sports
News: CBO Projects \$442 Billion Federal Deficit WASHINGTON - The federal deficit will swell to a record \$422 billion this election year but fall short of even more dire forecasts, Congress' top budget analysts projected Tuesday in a report that became instant fodder for both political parties.    The nonpartisan Congressional Budget Office said the shortfall would shrink to \$348 billion next year - still the third worst ever in dollar terms...
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: CBO Projects \$442 Billion Federal Deficit WASHINGTON - The federal deficit will swell to a record \$422 billion this election year but fall short of even more dire forecasts, Congress' top budget analysts projected Tuesday in a report that became instant fodder for both political parties.    The nonpartisan Congressional Budget Office said the shortfall would shrink to \$348 billion next year - still the third worst ever in dollar terms...
Category:",World
32,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Microsoft Profit, Revenue Rise  SEATTLE (Reuters) - Microsoft Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MSFT.O target=/stocks/quickinfo/fullquote""&gt;MSFT.O&lt;/A&gt;on Thursday  said its quarterly profit climbed as revenue rose 12 percent,  driven by demand for the company's core software products from  businesses and higher sales of personal computers and servers.
Category: Business
News: State reduces stake in Air France The French government sells 17.7 of its stake in Air France-KLM amid reports it may cut its holding in the airline to as little as 18.
Category: Business
News: Report: Delta to Slash Fares  NEW YORK (Reuters) - Delta Air Lines Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=DAL.N target=/stocks/quickinfo/fullquote""&gt;DAL.N&lt;/A&gt;, the No.  3 U.S. carrier which has been restructuring in efforts to avoid  a bankruptcy filing, is expected to slash fares and remove  restrictive rules such as Saturday-night stays, Time magazine  reported in its online edition on Sunday.
Category: Business
News: FedEx Ordered to Repay US \$29 Million FedEx Corp. #39;s (FDX.N: Quote, Profile, Research) express air shipping unit has been ordered by the US government to repay \$29 million in excess funds received under an act established after the Sept.
Category: Business
News: UPDATE 1-Five-wicket Gillespie puts Australia in control Jason Gillespie captured five wickets as Australia bowled India out for a paltry 185 to take a commanding 213-run lead on the third day of the third test on Thursday.
Category: Sports
News: No word on trapped China miners A gas explosion in a state-owned mine in China has left 166 miners trapped underground with no means of contact. Nearly 300 miners were in Chenjiashan mine in Shaanxi province when the blast happened on Sunday morning, but 127 escaped, said state media.
Category: World
News: Search Spotlight Pans to Video After years of taking a back seat to easier-to-crawl HTML pages, multimedia files are beginning to gain respect among search engines.
Category: Technology
News: Consumer Prices Climb; Jobless Claims Up Consumer prices rose just 0.1 percent in August, a sign that inflation poses no immediate risk to the economy. The over-the-month-increase in the Consumer Price Index, the government #39;s most closely watched 
Category: Business
News: Halkia's Win Extraordinary, Says Pittman's Coach  ATHENS (Reuters) - Fani Halkia's victory in the Olympics  women's 400 meters hurdles was extraordinary but drug-related  questions about the Greek's performance are unfair, Australian  coach Phil King said Thursday.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Halkia's Win Extraordinary, Says Pittman's Coach  ATHENS (Reuters) - Fani Halkia's victory in the Olympics  women's 400 meters hurdles was extraordinary but drug-related  questions about the Greek's performance are unfair, Australian  coach Phil King said Thursday.
Category:",Sports
33,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Dollar Weakens on Sense of Economic Gloom  NEW YORK (Reuters) - The dollar weakened across the board  on Thursday, forging new lows as a deepening sense of gloom  over the U.S. economic and external deficit picture weighed on  sentiment, analysts said.
Category: Business
News: Time on Jones #39;s side Even if indicted BALCO chief Victor Conte has the doping goods on sprinter Marion Jones, it #39;s unclear whether the International Olympic Committee can revoke the five medals she won in Sydney in 2000.
Category: Sports
News: Clearing The Path For Longhorn Microsoft (Quote, Chart) had little choice but to cut features from Longhorn, its next-generation operating system, analysts and developers say.
Category: Technology
News: Lehman gets nod as next US captain The disaster at Oakland Hills Country Club apparently wasnt enough to sway the PGA of America toward a different course in selecting the United States captain.
Category: Sports
News: Spaniards can lift Liverpool: Benitez Liverpool manager Rafael Benitez insists his new Spanish signings will help the Reds to become contenders for the English Premiership crown.
Category: Sports
News: US troops closing in on central Fallujah There are reports that US troops and crack Iraqi soldiers have surged into rubble-strewn districts in the heart of Fallujah, seizing one third of the city after hours of street fighting with rebels.
Category: World
News: U.S. Commander: More GIs Needed in Iraq (AP) AP - The United States will boost its forces in Iraq to a record number of 150,000 in coming weeks because inexperienced Iraqi troops cannot ensure security for next month's national elections, the commander of U.S. forces in Iraq said Saturday.
Category: World
News: Oil eases as Brent price falls to \$41 a barrel LONDON SEPTEMBER 6: Oil prices eased on Monday as speculative funds continued to take profits but a tight global supply picture stopped the selling from gaining much momentum.
Category: Business
News: Markdowns, and Shoppers, Are Out Early This Season The National Retail Federation, a trade group in Washington, estimated that the Thanksgiving weekend accounted for \$22.8 billion in sales.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Markdowns, and Shoppers, Are Out Early This Season The National Retail Federation, a trade group in Washington, estimated that the Thanksgiving weekend accounted for \$22.8 billion in sales.
Category:",Business
34,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Australia #39;s Seven Chmn Stokes: No Plans To Sell 43 Stake MELBOURNE (Dow Jones)--Seven Network Ltd. (SEV.AU) chairman and biggest shareholder Kerry Stokes said Friday he has no intentions of selling his 43 stake in the Australian television broadcaster.
Category: Business
News: Turkey, Iraq on agenda for informal Chirac-Schroeder summit French President Jacques Chirac and German Chancellor Gerhard Schroeder were to meet Friday in the eastern French city of Strasbourg for informal talks focused on Turkey #39;s bid to join the EU and Iraq.
Category: World
News: IBM's PC unit lost money from 2001 onwards IBM's personal computer business racked up \$965 million in losses between Jan. 1, 2001, and June 30, 2004, the company said last week in a filing to the U.S. Securities and Exchange Commission, detailing the planned sale of the business to China's Lenovo Group.
Category: Technology
News: Google Now Indexing Up to Six Url Variables Google Now Indexing Up to Six Url Variables\\Some great news for those stressing over whether Google will be able to spider their very long dynamic urls. Appears in the last couple weeks Google has been pushing the envelope in terms of spidering urls that contain more than 5 variables and ...
Category: Technology
News: Vulnerability hits Java for cell phones Researcher finds two flaws that under unusual circumstances could let a malicious program read private data or render a phone unusable.
Category: Technology
News: UK to Send Troops Into US-Controlled Area of Iraq (Update1) UK Prime Minister Tony Blair #39;s government, risking criticism from lawmakers in the ruling Labour Party, said it will redeploy 850 troops now in southern Iraq to a region controlled by US forces.
Category: World
News: Miniature People Add Extra Pieces to Evolutionary Puzzle The miniature people found to have lived on an Indonesian island until 13,000 years ago have shaken up views of the human past.
Category: Technology
News: Marsh Talks to Spitzer About Settling Independent directors of Marsh   McLennan Cos. approached New York state Attorney General Eliot L. Spitzer this week about settling the corruption charges Spitzer has brought against the giant insurance broker and financial services firm, according to sources close to the investigation.
Category: Business
News: US Sighs with Relief But Basketball Concerns Linger ATHENS (Reuters) - The United States men #39;s basketball team could breathe a sigh of relief on Wednesday after its first win but lingering concerns over a lack of outside shooting and team defense have coach Larry Brown scrambling for ...
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: US Sighs with Relief But Basketball Concerns Linger ATHENS (Reuters) - The United States men #39;s basketball team could breathe a sigh of relief on Wednesday after its first win but lingering concerns over a lack of outside shooting and team defense have coach Larry Brown scrambling for ...
Category:",Sports
35,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Pacers Want Artest Tuned In on Court Instead of Off It Jermaine O #39;Neal was sick and tired of talking about it: Ron Artest, the hip-hop record, the three-day distraction that exploded into a tragicomic controversy heard round the NBA.
Category: Sports
News: OAUG pushes on collaboration with Oracle, other users groups SEPTEMBER 09, 2004 (COMPUTERWORLD) - The Oracle Application User Group (OAUG) plans to hold its Connection Point 2004 annual user conference next week in Orlando, with an emphasis on educating members about the 10g database and 11i.
Category: Technology
News: IPass To Offer Flat-Rate Hotspot Pricing Aggregator says it expects flat-rate pricing to simplify budgeting for enterprises and to increase usage of hotspots. By Mobile Pipeline News.
Category: Technology
News: Arsenal #39;s behaviour worse than Cantona #39;s, says Ferguson Arsenal  quot;got away with murder quot; following the ugly scenes at the end of their stormy match at Manchester United last season, according to United boss Alex Ferguson.
Category: Sports
News: Finally, freedom to spend When Carolyn Wood, a computer programmer, retired two years ago at 63, her husband, Paul, an English professor in Philadelphia, followed suit, even though it meant forfeiting some benefits because he was just shy of his 60th birthday.
Category: Business
News: Rusedski Only Un-seed Into ATP Moscow Semifinals Brit Greg Rusedski continued to pick up momentum in his comeback from being falsely accused of drug doping earlier this year by the ATP, Friday upsetting No.
Category: Sports
News: UK hostage's 'release sabotaged' The brother of Ken Bigley, the British hostage held in Iraq, says the US has ""sabotaged"" his possible release.
Category: World
News: IAAF launches investigation into Greek doping scandal Track #39;s governing body began investigating Thursday whether two Greek sprinters who withdrew from the Olympics had tried repeatedly to avoid doping testers.
Category: Sports
News: Insurgents Kill 4 National Guards in Baghdad, Margaret Hassan &lt;b&gt;...&lt;/b&gt; Iraqi officials say insurgents fired mortars at an Iraqi National Guard headquarters in al-Mushahida, north of Baghdad Tuesday. Iraq #39;s Defense Ministry says four National Guard soldiers were killed and as 
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Insurgents Kill 4 National Guards in Baghdad, Margaret Hassan &lt;b&gt;...&lt;/b&gt; Iraqi officials say insurgents fired mortars at an Iraqi National Guard headquarters in al-Mushahida, north of Baghdad Tuesday. Iraq #39;s Defense Ministry says four National Guard soldiers were killed and as 
Category:",World
36,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: LionOre Mining offers \$208M US to acquire MPI Mines Ltd. of &lt;b&gt;...&lt;/b&gt; TORONTO (CP) - LionOre Mining International Ltd., a global company listed on the Toronto Stock Exchange, has made a \$208 million US friendly bid to acquire Australia #39;s MPI Mines Ltd.
Category: Business
News: Retail sales stronger than expected Improved sales of household goods, clothing, footwear and food helped retail sales increase 0.6 per cent in November, increasing the likelihood of higher interest rates next year.
Category: Business
News: Apple Recalls PowerBook Batteries Apple Computer this week launched a voluntary worldwide 15-inch PowerBook G4 battery exchange program to deal with 28,000 potentially faulty units. 
Category: Technology
News: Julien plays target golf Swiss golfer Julien Clement would give anything today for a repeat of his seven-under first-round 64 at the Madrid Open. The 23-year-old is 174th in the European Order of Merit and must finish first or second in Spain to keep his tour card for next year.
Category: Sports
News: Taymor Shifts Crowns and Moves to Met (AP) AP - Julie Taymor shifts crowns Friday. Having conquered Broadway with ""The Lion King,"" the celebrated director makes her Metropolitan Opera debut, taking on the Queen of the Night and all the forest creatures in a new production of Mozart's ""Die Zauberfloete.""
Category: Technology
News: US team kicks over this result ATHENS -- Did Japan's Kosuke Kitajima break the rules when he beat world record-holder Brendan Hansen by 17-100ths of a second in yesterday's Olympic 100-meter breaststroke? Absolutely, insisted Hansen's US teammates, who claimed Kitajima routinely uses the illegal dolphin kick.
Category: Sports
News: Robbie Williams #39; Greatest Hits album to be available on memory &lt;b&gt;...&lt;/b&gt; Robbie Williams #39; upcoming Greatest Hits album will be available on memory card, according to label EMI. While the card will cost nearer 30, rather than the 12.
Category: Technology
News: UN Council Heads to Kenya in Search of Sudan Peace  UNITED NATIONS (Reuters) - U.N. Security Council  ambassadors were still quibbling over how best to pressure  Sudan and rebels to end two different wars in the country even  as they left for Kenya on Tuesday for a meeting on the crisis.
Category: World
News: Report: Iraqi Official's In-Law Abducted (AP) AP - Militants said Wednesday they had kidnapped the brother-in-law of Iraqi Defense Minister Hazem Shaalan and demanded he end all military operations in the holy city of Najaf, according to a video, Al-Jazeera television reported. The authenticity of the video could not immediately be verified.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Report: Iraqi Official's In-Law Abducted (AP) AP - Militants said Wednesday they had kidnapped the brother-in-law of Iraqi Defense Minister Hazem Shaalan and demanded he end all military operations in the holy city of Najaf, according to a video, Al-Jazeera television reported. The authenticity of the video could not immediately be verified.
Category:",World
37,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Bank restatement shows higher first-half profit NEW YORK (CBS.MW) -- SunTrust Banks Inc. on Friday said third-quarter profit rose 11 percent and reported a restated profit for the first half of 2004, as expected.
Category: Business
News: Political storm began as summer shower The avalanche of bad publicity that buried David Blunkett #39;s career was triggered more than four months ago, with the Sunday newspaper revelation that the home secretary was having an affair.
Category: World
News: Sorenstam story at Samsung World Championship It was a story all too familiar to the other players on the LPGA for the last 11 years. Annika Sorenstam grinds around the golf course, waits for other golfers to make mistakes, then pounces on another tournament title.
Category: Sports
News: Suspend Hardie payouts: Carr THERE were grounds to suspend multi-million dollar payouts to departing James Hardie executives, NSW Premier Bob Carr said today. Mr Carr also urged Hugh Morgan, president of the Business Council of Australia 
Category: Business
News: Iraq War Crime Trials Could Begin Next Week Iraq #39;s interim government says war crime trials of members of the former regime of Saddam Hussein could begin as early as next week.
Category: World
News: Kim possible in first round Bee Staff Writer. On a warm, calm day in the foothills, Christina Kim splashed plenty of color onto The Ridge Golf Club in Auburn.
Category: Sports
News: Search Engine Forums Spotlight Links to this week's topics from search engine forums across the web: Google Launches Search for Scholars - Adwords to Ban Affiliates? - MSN's 'Near Me' Search Button - The Difference In Traffic for #1 and #10? - Robots.txt   Security Issues - One year anniversary of the 'Florida' Update - What is the Future of the 'Niche Directory'
Category: Technology
News: Pro tours: The stops and the talk LPGA Event: John Q. Hammons Hotel Classic Site: Cedar Ridge Country Club (6,545 yards, par 71), Broken Arrow, Okla. Schedule: Tomorrow-Sunday. Purse: \$1 million. Winner's share: \$150,000. Television: The Golf Channel (tomorrow, 4:30-7 p.m.; Saturday-Sunday, 4:30-7 p.m.). Last year: Karrie Webb won her lone 2003 title, a nine-stroke victory on the Tulsa Country Club course. Last week: Cristie Kerr won ...
Category: Sports
News: U.S. Says Won't Bow to Demand of Kidnappers in Iraq  BAGHDAD (Reuters) - With time running out to save a British  hostage in Iraq, U.S. officials said on Wednesday they were not  about to free female Iraqi prisoners as demanded by an al Qaeda  ally whose group has already beheaded two Americans.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: U.S. Says Won't Bow to Demand of Kidnappers in Iraq  BAGHDAD (Reuters) - With time running out to save a British  hostage in Iraq, U.S. officials said on Wednesday they were not  about to free female Iraqi prisoners as demanded by an al Qaeda  ally whose group has already beheaded two Americans.
Category:",World
38,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: US downplays N. Korea announcement UNITED NATIONS -- The Bush administration responded calmly yesterday to North Korean statements it has turned the plutonium from 8,000 spent nuclear fuel rods into nuclear weapons.
Category: World
News: Ford, GM October Sales Skid Daimler #39;s sales rose 4.7 to 188,492 vehicles from 185,535 a year ago. Year-to-date, sales were up 3 to 1.8 million, while US sales at its Mercedes-Benz unit slipped to 18,323 from 19,273.
Category: Business
News: For Google investors, a taste of  #39;90s Shares of the Web search giant leapt 15.43 percent yesterday, on the heels of a 6.33 percent spurt the previous day, even as the broader financial markets continued to retreat.
Category: Business
News: R.E. Lapp, 87, Physicist in Cold-War Debate on Civil Defense, Dies Ralph E. Lapp was involved in atomic weapons from the earliest days of the Manhattan Project, and spoke out about the health effects of radiation into the 1990's.
Category: Technology
News: Vinnie roe to rule - if he starts MELBOURNE: Two dancers and a diva can cut an artistic flourish to the finish of today #39;s Melbourne Cup, but if Irish champion Vinnie Roe starts in the race, the calls of  quot;bravo quot; are more likely to be for him.
Category: Sports
News: Software giant Microsoft rings up multibillion dollar profit gain (AFP) AFP - The world's biggest software company, Microsoft Corp, said that its first quarter profits swelled to 2.9 billion dollars as consumers and businesses pumped up demand for new computers.
Category: Technology
News: Gerrard stars in dramatic comeback LIVERPOOL, England -- Steven Gerrard crashed home a stunning half-volley as four-times European champions Liverpool came back to beat Olympiakos Piraeus 3-1 on Wednesday and reach the Champions League knockout stage.
Category: Sports
News: Eye on IT Nokia today at CTIA IT launched Preminet, a global mobile content initiative and distribution platform. Preminet will source and certify Java and Symbian OS software from developers and content publishers, giving 
Category: Technology
News: Boeing Expects Air Force Contract Boeing Co. still expects to receive a contract to build 100 refueling planes for the Air Force, chief executive Harry C. Stonecipher said Monday.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Boeing Expects Air Force Contract Boeing Co. still expects to receive a contract to build 100 refueling planes for the Air Force, chief executive Harry C. Stonecipher said Monday.
Category:",Business
